outcome,campaign_length_in_days,category_name,sub_category_name,total
failed,32,"Film & Video",Shorts,2
failed,32,"Film & Video",Television,1
failed,32,"Film & Video",Thrillers,1
failed,32,"Film & Video",Webseries,3
failed,32,Food,Events,2
failed,32,Food,Farms,2
failed,32,Food,Food,3
failed,32,Food,"Small Batch",1
failed,32,Games,"Live Games",2
failed,32,Games,"Tabletop Games",5
failed,32,Games,"Video Games",5
failed,32,Journalism,Journalism,1
failed,32,Music,"Classical Music",1
failed,32,Music,"Country & Folk",1
failed,32,Music,Hip-Hop,1
failed,32,Music,"Indie Rock",3
failed,32,Music,Music,2
failed,32,Music,Pop,1
failed,32,Music,R&B,1
failed,32,Music,Rock,5
failed,32,Photography,Animals,1
failed,32,Photography,Photography,1
failed,32,Publishing,"Art Books",2
failed,32,Publishing,"Children's Books",2
failed,32,Publishing,Fiction,3
failed,32,Publishing,Nonfiction,2
failed,32,Publishing,Poetry,3
failed,32,Publishing,Publishing,1
failed,32,Publishing,"Radio & Podcasts",1
failed,32,Technology,Hardware,1
failed,32,Technology,Software,1
failed,32,Technology,Technology,2
failed,32,Technology,Wearables,1
failed,32,Theater,Plays,1
failed,32,Theater,Theater,1
failed,33,Art,Art,2
failed,33,Art,Installations,1
failed,33,Art,Painting,3
failed,33,Art,"Public Art",1
failed,33,Comics,Comics,1
failed,33,Comics,"Graphic Novels",1
failed,33,Crafts,Crafts,1
failed,33,Dance,Dance,1
failed,33,Design,"Product Design",7
failed,33,Fashion,Apparel,1
failed,33,Fashion,Fashion,3
failed,33,"Film & Video",Comedy,3
failed,33,"Film & Video",Documentary,6
failed,33,"Film & Video",Drama,1
failed,33,"Film & Video","Film & Video",1
failed,33,"Film & Video","Narrative Film",3
failed,33,"Film & Video",Shorts,3
failed,33,"Film & Video",Television,1
failed,33,"Film & Video",Webseries,1
failed,33,Food,Farms,1
failed,33,Food,Food,2
failed,33,Games,"Tabletop Games",2
failed,33,Games,"Video Games",6
failed,33,Journalism,Journalism,2
failed,33,Music,"Electronic Music",1
failed,33,Music,Hip-Hop,1
failed,33,Music,"Indie Rock",2
failed,33,Music,Jazz,1
failed,33,Music,Music,4
failed,33,Music,Rock,3
failed,33,Photography,Photobooks,1
failed,33,Photography,Photography,3
failed,33,Photography,Places,1
failed,33,Publishing,"Art Books",1
failed,33,Publishing,"Children's Books",1
failed,33,Publishing,Fiction,4
failed,33,Publishing,Nonfiction,1
failed,33,Publishing,"Young Adult",1
failed,33,Technology,Apps,1
failed,33,Technology,Hardware,1
failed,33,Technology,Technology,2
failed,33,Technology,Wearables,1
failed,33,Technology,Web,1
failed,34,Art,Art,1
failed,34,Art,"Mixed Media",1
failed,34,Art,"Public Art",1
failed,34,Comics,"Comic Books",2
failed,34,Dance,Performances,1
failed,34,Design,"Product Design",3
failed,34,Fashion,Apparel,2
failed,34,Fashion,Fashion,2
failed,34,Fashion,Footwear,1
failed,34,"Film & Video",Documentary,2
failed,34,"Film & Video",Horror,1
failed,34,"Film & Video","Narrative Film",1
failed,34,"Film & Video",Shorts,5
failed,34,"Film & Video",Thrillers,3
failed,34,"Film & Video",Webseries,2
failed,34,Food,Events,1
failed,34,Food,"Food Trucks",1
failed,34,Food,"Small Batch",1
failed,34,Games,"Playing Cards",1
failed,34,Games,"Tabletop Games",5
failed,34,Games,"Video Games",3
failed,34,Music,Music,1
failed,34,Music,Pop,1
failed,34,Music,Rock,2
failed,34,Photography,People,1
failed,34,Photography,Photography,1
failed,34,Publishing,Fiction,1
failed,34,Publishing,Publishing,1
failed,34,Technology,Apps,1
failed,34,Technology,Gadgets,1
failed,34,Technology,Hardware,1
failed,34,Technology,Wearables,1
failed,35,Art,Art,4
failed,35,Art,Painting,2
failed,35,Comics,"Comic Books",1
failed,35,Comics,Comics,3
failed,35,Comics,"Graphic Novels",2
failed,35,Crafts,Crafts,2
failed,35,Crafts,DIY,1
failed,35,Dance,Dance,1
failed,35,Dance,Performances,1
failed,35,Design,Architecture,2
failed,35,Design,Design,3
failed,35,Design,"Graphic Design",2
failed,35,Design,"Product Design",9
failed,35,Fashion,Apparel,2
failed,35,Fashion,Fashion,5
failed,35,"Film & Video",Comedy,3
failed,35,"Film & Video",Documentary,6
failed,35,"Film & Video",Drama,1
failed,35,"Film & Video","Film & Video",4
failed,35,"Film & Video","Narrative Film",4
failed,35,"Film & Video","Science Fiction",1
failed,35,"Film & Video",Shorts,2
failed,35,"Film & Video",Webseries,1
failed,35,Food,Drinks,1
failed,35,Food,"Farmer's Markets",2
failed,35,Food,Food,5
failed,35,Food,"Small Batch",2
failed,35,Games,"Mobile Games",1
failed,35,Games,"Tabletop Games",6
failed,35,Games,"Video Games",3
failed,35,Journalism,Audio,1
failed,35,Journalism,Journalism,2
failed,35,Journalism,Video,1
failed,35,Music,"Country & Folk",1
failed,35,Music,"Electronic Music",1
failed,35,Music,Faith,1
failed,35,Music,Hip-Hop,1
failed,35,Music,"Indie Rock",1
failed,35,Music,Metal,2
failed,35,Music,Music,4
failed,35,Music,Pop,1
failed,35,Music,Rock,1
failed,35,Music,"World Music",1
failed,35,Photography,"Fine Art",1
failed,35,Photography,Nature,1
failed,35,Photography,Photography,1
failed,35,Publishing,"Art Books",1
failed,35,Publishing,"Children's Books",3
failed,35,Publishing,Fiction,2
failed,35,Publishing,Nonfiction,1
failed,35,Technology,"3D Printing",1
failed,35,Technology,Apps,2
failed,35,Technology,Gadgets,2
failed,35,Technology,Hardware,1
failed,35,Technology,Robots,1
failed,35,Technology,Software,4
failed,35,Technology,Technology,5
failed,35,Technology,Wearables,2
failed,35,Theater,Theater,2
failed,36,Art,Art,1
failed,36,Art,Illustration,1
failed,36,Art,"Performance Art",1
failed,36,Comics,Comics,1
failed,36,Crafts,Crafts,1
failed,36,Design,Design,2
failed,36,Design,"Graphic Design",1
failed,36,Design,"Product Design",3
failed,36,"Film & Video",Animation,2
failed,36,"Film & Video",Documentary,3
failed,36,"Film & Video","Narrative Film",2
failed,36,"Film & Video",Shorts,2
failed,36,"Film & Video",Webseries,2
failed,36,Food,Food,2
failed,36,Food,"Food Trucks",1
failed,36,Food,Restaurants,1
failed,36,Food,"Small Batch",1
failed,36,Food,Vegan,1
failed,36,Games,"Mobile Games",1
failed,36,Games,"Tabletop Games",1
failed,36,Games,"Video Games",3
failed,36,Music,"Electronic Music",1
failed,36,Music,Rock,3
failed,36,Photography,Photography,1
failed,36,Publishing,Fiction,1
failed,36,Publishing,Nonfiction,2
failed,36,Publishing,Poetry,1
failed,36,Publishing,Publishing,1
failed,36,Theater,Theater,2
failed,37,Art,Art,1
failed,37,Art,Illustration,1
failed,37,Art,"Performance Art",1
failed,37,Comics,Anthologies,1
failed,37,Comics,Comics,1
failed,37,Crafts,Crafts,1
failed,37,Design,Design,1
failed,37,Design,"Product Design",1
failed,37,Fashion,Apparel,1
failed,37,Fashion,Fashion,1
failed,37,Fashion,Ready-to-wear,1
failed,37,"Film & Video",Documentary,2
failed,37,"Film & Video","Film & Video",2
failed,37,Food,Food,3
failed,37,Games,"Tabletop Games",1
failed,37,Music,Hip-Hop,1
failed,37,Music,Jazz,1
failed,37,Music,Rock,3
failed,37,Photography,Places,1
failed,37,Publishing,"Art Books",1
failed,37,Publishing,Fiction,3
failed,37,Publishing,"Radio & Podcasts",1
failed,37,Publishing,Zines,1
failed,37,Technology,Gadgets,1
failed,37,Technology,Technology,2
failed,38,Art,"Digital Art",1
failed,38,Art,"Performance Art",1
failed,38,Comics,Comics,1
failed,38,Crafts,Candles,1
failed,38,Crafts,Crafts,1
failed,38,Design,"Product Design",3
failed,38,Fashion,Fashion,1
failed,38,Fashion,Footwear,1
failed,38,"Film & Video","Film & Video",1
failed,38,"Film & Video",Horror,1
failed,38,"Film & Video","Movie Theaters",1
failed,38,"Film & Video","Narrative Film",1
failed,38,"Film & Video",Shorts,2
failed,38,"Film & Video",Webseries,1
failed,38,Food,"Farmer's Markets",1
failed,38,Food,Food,2
failed,38,Food,Restaurants,1
failed,38,Food,"Small Batch",2
failed,38,Games,Puzzles,1
failed,38,Games,"Tabletop Games",2
failed,38,Games,"Video Games",1
failed,38,Music,"Indie Rock",1
failed,38,Music,Jazz,1
failed,38,Music,Music,1
failed,38,Music,Pop,1
failed,38,Photography,People,1
failed,38,Publishing,Nonfiction,2
failed,38,Technology,Apps,1
failed,38,Technology,Wearables,1
failed,38,Technology,Web,1
failed,39,Art,"Mixed Media",1
failed,39,Crafts,Crafts,1
failed,39,Crafts,DIY,1
failed,39,Design,Design,1
failed,39,Design,"Product Design",2
failed,39,Fashion,Apparel,3
failed,39,Fashion,Fashion,1
failed,39,"Film & Video",Documentary,4
failed,39,"Film & Video","Film & Video",1
failed,39,"Film & Video",Shorts,1
failed,39,Food,Food,1
failed,39,Food,"Small Batch",2
failed,39,Games,"Tabletop Games",1
failed,39,Music,"Country & Folk",1
failed,39,Music,Music,1
failed,39,Publishing,Fiction,1
failed,39,Technology,Hardware,1
failed,40,Art,Art,2
failed,40,Art,Ceramics,1
failed,40,Art,"Conceptual Art",1
failed,40,Art,"Mixed Media",2
failed,40,Art,Painting,2
failed,40,Art,"Performance Art",2
failed,40,Art,"Public Art",1
failed,40,Comics,"Comic Books",1
failed,40,Comics,Comics,1
failed,40,Comics,"Graphic Novels",1
failed,40,Crafts,Crafts,1
failed,40,Crafts,Printing,1
failed,40,Design,"Civic Design",1
failed,40,Design,Design,3
failed,40,Design,"Product Design",9
failed,40,Fashion,Apparel,4
failed,40,Fashion,Fashion,11
failed,40,Fashion,Footwear,1
failed,40,"Film & Video",Animation,2
failed,40,"Film & Video",Comedy,1
failed,40,"Film & Video",Documentary,8
failed,40,"Film & Video",Drama,2
failed,40,"Film & Video","Film & Video",9
failed,40,"Film & Video","Movie Theaters",1
failed,40,"Film & Video","Music Videos",1
failed,40,"Film & Video","Narrative Film",2
failed,40,"Film & Video",Shorts,8
failed,40,"Film & Video",Webseries,4
failed,40,Food,Events,1
failed,40,Food,Food,5
failed,40,Food,"Food Trucks",1
failed,40,Food,Restaurants,4
failed,40,Games,Games,1
failed,40,Games,"Playing Cards",1
failed,40,Games,Puzzles,1
failed,40,Games,"Tabletop Games",2
failed,40,Games,"Video Games",1
failed,40,Journalism,Journalism,1
failed,40,Music,"Country & Folk",1
failed,40,Music,Hip-Hop,3
failed,40,Music,Jazz,3
failed,40,Music,Music,14
failed,40,Music,Pop,1
failed,40,Music,Punk,1
failed,40,Music,Rock,3
failed,40,Photography,Animals,1
failed,40,Photography,Photography,2
failed,40,Photography,Places,1
failed,40,Publishing,"Children's Books",2
failed,40,Publishing,Fiction,6
failed,40,Publishing,Nonfiction,2
failed,40,Publishing,Periodicals,1
failed,40,Publishing,Publishing,2
failed,40,Technology,Apps,2
failed,40,Technology,Gadgets,1
failed,40,Technology,Hardware,3
failed,40,Technology,Software,1
failed,40,Technology,"Space Exploration",1
failed,40,Technology,Technology,5
failed,40,Technology,Wearables,1
failed,40,Technology,Web,3
failed,40,Theater,Festivals,1
failed,40,Theater,Theater,1
failed,41,Art,Art,1
failed,41,Art,Illustration,1
failed,41,Art,"Public Art",1
failed,41,Comics,Comics,1
failed,41,Comics,"Graphic Novels",1
failed,41,Crafts,DIY,1
failed,41,Dance,Dance,1
failed,41,Design,Design,1
failed,41,Design,"Product Design",3
failed,41,Fashion,Accessories,1
failed,41,Fashion,Apparel,1
failed,41,Fashion,Fashion,1
failed,41,"Film & Video",Documentary,4
failed,41,"Film & Video","Film & Video",3
failed,41,Food,Food,2
failed,41,Music,"Indie Rock",2
failed,41,Music,Music,3
failed,41,Music,Pop,1
failed,41,Photography,"Fine Art",1
failed,41,Publishing,"Children's Books",1
failed,41,Publishing,Fiction,3
failed,41,Publishing,"Literary Journals",1
failed,41,Publishing,Nonfiction,2
failed,41,Technology,Apps,3
failed,42,Art,Art,1
failed,42,Design,"Civic Design",1
failed,42,Design,Design,1
failed,42,Design,"Product Design",3
failed,42,Fashion,Apparel,1
failed,42,Fashion,Fashion,1
failed,42,"Film & Video",Documentary,6
failed,42,"Film & Video","Film & Video",2
failed,42,Food,Food,1
failed,42,Games,Games,1
failed,42,Games,"Tabletop Games",1
failed,42,Games,"Video Games",1
failed,42,Music,"Classical Music",1
failed,42,Music,"Country & Folk",1
failed,42,Music,Jazz,1
failed,42,Music,Rock,2
failed,42,Publishing,Nonfiction,1
failed,42,Publishing,Publishing,1
failed,42,Technology,Apps,1
failed,42,Theater,Theater,1
failed,43,Art,Art,1
failed,43,"Film & Video",Webseries,1
failed,43,Food,Food,1
failed,43,Food,Restaurants,1
failed,43,Games,"Tabletop Games",2
failed,43,Journalism,Journalism,1
failed,43,Music,Music,1
failed,43,Photography,"Fine Art",1
failed,43,Photography,Photography,1
failed,43,Publishing,Fiction,1
failed,43,Publishing,Nonfiction,1
failed,43,Publishing,Periodicals,1
failed,44,Comics,"Comic Books",1
failed,44,Dance,Dance,1
failed,44,Design,Design,1
failed,44,Design,"Product Design",1
failed,44,Fashion,Apparel,1
failed,44,"Film & Video",Documentary,2
failed,44,"Film & Video","Narrative Film",1
failed,44,"Film & Video",Shorts,2
failed,44,Games,"Tabletop Games",1
failed,44,Games,"Video Games",1
failed,44,Music,"Country & Folk",1
failed,44,Music,Music,1
failed,44,Music,Rock,2
failed,44,Publishing,Publishing,1
failed,44,Theater,Festivals,1
failed,44,Theater,Theater,1
failed,45,Art,Art,12
failed,45,Art,Ceramics,1
failed,45,Art,Illustration,1
failed,45,Art,Installations,1
failed,45,Art,"Mixed Media",1
failed,45,Art,Painting,2
failed,45,Art,"Performance Art",2
failed,45,Art,"Public Art",3
failed,45,Art,Sculpture,1
failed,45,Comics,Comics,5
failed,45,Crafts,Crafts,2
failed,45,Crafts,DIY,1
failed,45,Crafts,Embroidery,1
failed,45,Crafts,Printing,1
failed,45,Design,Design,4
failed,45,Design,"Graphic Design",2
failed,45,Design,"Interactive Design",1
failed,45,Design,"Product Design",32
failed,45,Fashion,Accessories,4
failed,45,Fashion,Apparel,2
failed,45,Fashion,Childrenswear,1
failed,45,Fashion,Fashion,16
failed,45,Fashion,Footwear,3
failed,45,Fashion,Ready-to-wear,1
failed,45,"Film & Video",Animation,3
failed,45,"Film & Video",Comedy,2
failed,45,"Film & Video",Documentary,18
failed,45,"Film & Video",Drama,2
failed,45,"Film & Video",Family,1
failed,45,"Film & Video","Film & Video",13
failed,45,"Film & Video",Horror,2
failed,45,"Film & Video","Music Videos",1
failed,45,"Film & Video","Narrative Film",6
failed,45,"Film & Video","Science Fiction",2
failed,45,"Film & Video",Shorts,9
failed,45,"Film & Video",Webseries,7
failed,45,Food,Cookbooks,1
failed,45,Food,Drinks,3
failed,45,Food,Farms,1
failed,45,Food,Food,13
failed,45,Food,"Food Trucks",1
failed,45,Food,Restaurants,4
failed,45,Food,"Small Batch",1
failed,45,Food,Vegan,1
failed,45,Games,Games,1
failed,45,Games,"Mobile Games",1
failed,45,Games,"Playing Cards",1
failed,45,Games,"Tabletop Games",6
failed,45,Games,"Video Games",5
failed,45,Journalism,Journalism,2
failed,45,Journalism,Video,2
failed,45,Music,"Classical Music",1
failed,45,Music,"Country & Folk",4
failed,45,Music,"Electronic Music",3
failed,45,Music,Hip-Hop,3
failed,45,Music,"Indie Rock",4
failed,45,Music,Music,10
failed,45,Music,Pop,3
failed,45,Music,Rock,5
failed,45,Music,"World Music",1
failed,45,Photography,Photography,5
failed,45,Publishing,"Art Books",1
failed,45,Publishing,"Children's Books",5
failed,45,Publishing,Fiction,9
failed,45,Publishing,Nonfiction,8
failed,45,Publishing,Periodicals,1
failed,45,Publishing,Poetry,1
failed,45,Publishing,Publishing,5
failed,45,Publishing,"Radio & Podcasts",1
failed,45,Publishing,"Young Adult",1
failed,45,Technology,"3D Printing",2
failed,45,Technology,Apps,9
failed,45,Technology,"DIY Electronics",1
failed,45,Technology,Flight,1
failed,45,Technology,Gadgets,4
failed,45,Technology,Hardware,3
failed,45,Technology,Makerspaces,1
failed,45,Technology,Software,4
failed,45,Technology,Technology,16
failed,45,Technology,Wearables,3
failed,45,Technology,Web,6
failed,45,Theater,Experimental,1
failed,45,Theater,Theater,5
failed,46,Art,Art,2
failed,46,Art,"Performance Art",1
failed,46,Design,"Product Design",1
failed,46,Fashion,Fashion,1
failed,46,"Film & Video",Documentary,1
failed,46,"Film & Video",Horror,1
failed,46,"Film & Video","Narrative Film",1
failed,46,"Film & Video",Shorts,2
failed,46,"Film & Video",Webseries,1
failed,46,Food,Food,1
failed,46,Games,"Video Games",1
failed,46,Music,"Country & Folk",1
failed,46,Music,"Electronic Music",1
failed,46,Music,"Indie Rock",1
failed,46,Music,Music,4
failed,46,Music,"World Music",1
failed,46,Photography,Photography,1
failed,46,Publishing,"Children's Books",1
failed,46,Publishing,Fiction,1
failed,46,Publishing,Nonfiction,1
failed,46,Technology,Apps,1
failed,46,Technology,Web,1
failed,46,Theater,Theater,1
failed,47,Design,Design,1
failed,47,Design,"Product Design",1
failed,47,"Film & Video",Documentary,3
failed,47,"Film & Video",Family,1
failed,47,"Film & Video","Film & Video",2
failed,47,"Film & Video","Science Fiction",1
failed,47,"Film & Video",Shorts,2
failed,47,Food,Food,2
failed,47,Music,Music,1
failed,47,Photography,"Fine Art",1
failed,47,Photography,Photography,1
failed,47,Publishing,Nonfiction,1
failed,47,Technology,Hardware,1
failed,48,Art,Art,1
failed,48,Art,"Mixed Media",1
failed,48,Art,Painting,1
failed,48,Art,"Performance Art",1
failed,48,Fashion,Fashion,1
failed,48,"Film & Video",Action,1
failed,48,"Film & Video",Documentary,2
failed,48,"Film & Video",Horror,1
failed,48,Games,"Tabletop Games",2
failed,48,Music,Music,1
failed,48,Photography,Photography,1
failed,48,Publishing,"Children's Books",1
failed,48,Publishing,Fiction,1
failed,48,Publishing,Publishing,1
failed,49,Art,"Mixed Media",1
failed,49,Dance,Dance,1
failed,49,"Film & Video","Film & Video",1
failed,49,"Film & Video","Narrative Film",1
failed,49,"Film & Video",Shorts,1
failed,49,Food,Food,1
failed,49,Games,"Video Games",1
failed,49,Music,"Electronic Music",1
failed,49,Music,"Indie Rock",1
failed,49,Publishing,Fiction,1
failed,50,Art,Art,1
failed,50,Art,Sculpture,1
failed,50,Design,"Product Design",3
failed,50,Fashion,Apparel,2
failed,50,"Film & Video",Animation,1
failed,50,"Film & Video",Comedy,1
failed,50,"Film & Video",Documentary,1
failed,50,"Film & Video","Film & Video",1
failed,50,"Film & Video",Shorts,1
failed,50,"Film & Video",Thrillers,1
failed,50,Food,"Farmer's Markets",1
failed,50,Food,Food,1
failed,50,Food,"Food Trucks",2
failed,50,Games,Games,1
failed,50,Music,"Country & Folk",1
failed,50,Music,"Indie Rock",1
failed,50,Music,Music,3
failed,50,Music,Rock,2
failed,50,Publishing,Nonfiction,1
failed,50,Publishing,"Radio & Podcasts",1
failed,50,Technology,Apps,2
failed,50,Technology,"DIY Electronics",1
failed,50,Technology,Hardware,1
failed,50,Technology,Technology,1
failed,50,Theater,Theater,2
failed,51,Art,"Digital Art",1
failed,51,Art,"Public Art",1
failed,51,Art,Sculpture,1
failed,51,Comics,Comics,1
failed,51,Fashion,Fashion,1
failed,51,"Film & Video","Film & Video",1
failed,51,"Film & Video","Narrative Film",1
failed,51,"Film & Video",Shorts,2
failed,51,"Film & Video",Webseries,1
failed,51,Food,Food,2
failed,51,Music,Jazz,1
failed,51,Music,Pop,1
failed,51,Photography,Nature,1
failed,51,Publishing,"Art Books",1
failed,51,Publishing,Publishing,1
failed,51,Technology,Web,1
failed,52,Art,"Digital Art",1
failed,52,Design,Architecture,1
failed,52,"Film & Video","Narrative Film",1
failed,52,"Film & Video",Television,1
failed,52,Food,Restaurants,1
failed,52,Music,"Classical Music",1
failed,52,Music,Jazz,2
failed,52,Music,Music,1
failed,52,Music,Pop,1
failed,52,Music,Rock,1
failed,52,Publishing,"Children's Books",1
failed,52,Publishing,Fiction,2
failed,52,Technology,Apps,1
failed,52,Theater,Theater,1
failed,53,Art,Art,1
failed,53,Crafts,DIY,1
failed,53,Design,"Graphic Design",1
failed,53,"Film & Video",Animation,2
failed,53,"Film & Video","Narrative Film",1
failed,53,Games,"Video Games",1
failed,53,Publishing,Nonfiction,1
failed,53,Publishing,Publishing,1
failed,54,Art,Art,1
failed,54,Art,"Mixed Media",1
failed,54,Art,"Public Art",1
failed,54,Design,"Graphic Design",1
failed,54,"Film & Video",Shorts,1
failed,54,Food,Cookbooks,1
failed,54,Food,Food,1
failed,54,Music,Hip-Hop,1
failed,54,Music,Pop,1
failed,54,Music,Rock,1
failed,54,Music,"World Music",1
failed,54,Publishing,Fiction,1
failed,54,Technology,Technology,1
failed,55,Art,Art,2
failed,55,Art,"Performance Art",1
failed,55,Design,Design,1
failed,55,Fashion,Apparel,2
failed,55,"Film & Video","Film & Video",1
failed,55,"Film & Video","Narrative Film",1
failed,55,Food,Food,1
failed,55,Food,Restaurants,1
failed,55,Food,"Small Batch",1
failed,55,Games,"Live Games",1
failed,55,Games,"Tabletop Games",1
failed,55,Games,"Video Games",1
failed,55,Music,"Classical Music",1
failed,55,Music,"World Music",1
failed,55,Technology,Gadgets,1
failed,55,Technology,Hardware,1
failed,56,Art,Illustration,1
failed,56,Art,Sculpture,1
failed,56,"Film & Video",Action,1
failed,56,"Film & Video",Documentary,2
failed,56,"Film & Video",Drama,1
failed,56,"Film & Video",Shorts,2
failed,56,"Film & Video",Television,1
failed,56,"Film & Video",Webseries,1
failed,56,Music,Music,1
failed,56,Photography,Photography,1
failed,56,Publishing,"Art Books",1
failed,56,Publishing,"Children's Books",1
failed,56,Publishing,Fiction,2
failed,56,Technology,Technology,1
failed,56,Technology,Web,1
failed,56,Theater,Theater,1
failed,57,Art,"Performance Art",1
failed,57,Fashion,Apparel,2
failed,57,Food,Drinks,1
failed,57,Food,Restaurants,1
failed,57,Music,"Country & Folk",1
failed,57,Music,Hip-Hop,1
failed,57,Photography,"Fine Art",1
failed,57,Photography,Photography,1
failed,57,Publishing,Fiction,1
failed,57,Publishing,Nonfiction,1
failed,57,Technology,Apps,1
failed,57,Technology,"DIY Electronics",1
failed,58,Art,Art,1
failed,58,Art,Sculpture,1
failed,58,Dance,Performances,1
failed,58,Design,Design,1
failed,58,"Film & Video",Animation,1
failed,58,"Film & Video",Documentary,3
failed,58,Food,Restaurants,1
failed,58,Music,Hip-Hop,1
failed,58,Music,Music,1
failed,58,Music,Pop,1
failed,58,Publishing,Publishing,1
failed,58,Theater,Musical,1
failed,58,Theater,Theater,2
failed,59,Art,Art,1
failed,59,Art,"Performance Art",1
failed,59,Design,"Product Design",3
failed,59,Fashion,Apparel,1
failed,59,Fashion,Fashion,1
failed,59,"Film & Video",Documentary,3
failed,59,"Film & Video","Film & Video",2
failed,59,"Film & Video","Narrative Film",2
failed,59,"Film & Video",Shorts,1
failed,59,Food,Drinks,1
failed,59,Food,"Food Trucks",1
failed,59,Games,"Mobile Games",1
failed,59,Games,"Tabletop Games",1
failed,59,Music,"Electronic Music",1
failed,59,Music,"Indie Rock",1
failed,59,Music,Jazz,1
failed,59,Music,Music,1
failed,59,Music,Pop,1
failed,59,Music,"World Music",3
failed,59,Publishing,"Children's Books",2
failed,59,Publishing,Fiction,1
failed,59,Publishing,Nonfiction,1
failed,59,Publishing,Poetry,1
failed,59,Technology,Hardware,2
failed,59,Technology,Software,1
failed,59,Technology,Technology,1
failed,59,Technology,Web,1
failed,59,Theater,Theater,3
failed,60,Art,Art,14
failed,60,Art,"Digital Art",2
failed,60,Art,Illustration,1
failed,60,Art,Installations,1
failed,60,Art,"Mixed Media",3
failed,60,Art,Painting,6
failed,60,Art,"Performance Art",2
failed,60,Art,"Public Art",9
failed,60,Art,Sculpture,3
failed,60,Comics,"Comic Books",2
failed,60,Comics,Comics,11
failed,60,Comics,"Graphic Novels",2
failed,60,Crafts,Crafts,13
failed,60,Crafts,Crochet,2
failed,60,Crafts,DIY,4
failed,60,Crafts,Embroidery,1
failed,60,Crafts,Knitting,1
failed,60,Crafts,Woodworking,2
failed,60,Dance,Dance,2
failed,60,Design,"Civic Design",1
failed,60,Design,Design,9
failed,60,Design,"Graphic Design",2
failed,60,Design,"Interactive Design",1
failed,60,Design,"Product Design",22
failed,60,Design,Typography,1
failed,60,Fashion,Accessories,2
failed,60,Fashion,Apparel,15
failed,60,Fashion,Childrenswear,2
failed,60,Fashion,Couture,1
failed,60,Fashion,Fashion,7
failed,60,"Film & Video",Action,2
failed,60,"Film & Video",Animation,8
failed,60,"Film & Video",Comedy,4
failed,60,"Film & Video",Documentary,40
failed,60,"Film & Video",Drama,11
failed,60,"Film & Video",Family,1
failed,60,"Film & Video","Film & Video",30
failed,60,"Film & Video",Horror,3
failed,60,"Film & Video","Movie Theaters",1
failed,60,"Film & Video","Music Videos",1
failed,60,"Film & Video","Narrative Film",14
failed,60,"Film & Video",Romance,1
failed,60,"Film & Video","Science Fiction",3
failed,60,"Film & Video",Shorts,13
failed,60,"Film & Video",Television,1
failed,60,"Film & Video",Thrillers,2
failed,60,"Film & Video",Webseries,13
failed,60,Food,"Community Gardens",2
failed,60,Food,Cookbooks,3
failed,60,Food,Drinks,3
failed,60,Food,Events,1
failed,60,Food,"Farmer's Markets",2
failed,60,Food,Farms,3
failed,60,Food,Food,20
failed,60,Food,"Food Trucks",5
failed,60,Food,Restaurants,7
failed,60,Food,"Small Batch",4
failed,60,Food,Spaces,1
failed,60,Food,Vegan,2
failed,60,Games,Games,2
failed,60,Games,"Live Games",3
failed,60,Games,"Mobile Games",1
failed,60,Games,"Tabletop Games",4
failed,60,Games,"Video Games",9
failed,60,Journalism,Journalism,4
failed,60,Journalism,Photo,1
failed,60,Journalism,Print,2
failed,60,Journalism,Video,1
failed,60,Music,"Classical Music",4
failed,60,Music,"Country & Folk",5
failed,60,Music,Faith,1
failed,60,Music,Hip-Hop,15
failed,60,Music,"Indie Rock",2
failed,60,Music,Jazz,2
failed,60,Music,Metal,2
failed,60,Music,Music,22
failed,60,Music,Pop,2
failed,60,Music,Punk,2
failed,60,Music,R&B,1
failed,60,Music,Rock,16
failed,60,Music,"World Music",4
failed,60,Photography,Nature,1
failed,60,Photography,People,2
failed,60,Photography,Photography,14
failed,60,Photography,Places,2
failed,60,Publishing,Academic,5
failed,60,Publishing,"Art Books",2
failed,60,Publishing,"Children's Books",8
failed,60,Publishing,Fiction,22
failed,60,Publishing,Nonfiction,23
failed,60,Publishing,Periodicals,1
failed,60,Publishing,Poetry,5
failed,60,Publishing,Publishing,11
failed,60,Publishing,"Radio & Podcasts",1
failed,60,Publishing,Translations,1
failed,60,Publishing,"Young Adult",3
failed,60,Technology,"3D Printing",2
failed,60,Technology,Apps,11
failed,60,Technology,Flight,2
failed,60,Technology,Gadgets,5
failed,60,Technology,Hardware,4
failed,60,Technology,Makerspaces,1
failed,60,Technology,Robots,1
failed,60,Technology,Software,14
failed,60,Technology,Technology,15
failed,60,Technology,Wearables,2
failed,60,Technology,Web,18
failed,60,Theater,Experimental,2
failed,60,Theater,Festivals,1
failed,60,Theater,Immersive,1
failed,60,Theater,Musical,4
failed,60,Theater,Plays,2
failed,60,Theater,Theater,17
failed,61,Art,Painting,1
failed,61,Art,"Performance Art",1
failed,61,Comics,Comics,1
failed,61,"Film & Video",Animation,1
failed,61,"Film & Video",Documentary,2
failed,61,"Film & Video","Narrative Film",1
failed,61,Music,Hip-Hop,1
failed,61,Music,"Indie Rock",1
failed,61,Photography,Photography,1
failed,61,Publishing,"Children's Books",1
failed,61,Theater,Theater,2
failed,62,"Film & Video",Documentary,2
failed,62,Food,Food,1
failed,63,Music,"Electronic Music",1
failed,63,Music,"Indie Rock",1
failed,64,"Film & Video",Documentary,1
failed,64,Music,Music,1
